brand,product_name,finish,skin_type,price_range,ingredients,ingredients_source,fragrance_free,hypoallergenic,derm_tested,where_to_buy,open_beauty_facts_url,source
FARSÁLI,Skintune Blur Perfecting Primer Serum,hydrating,"[""seco""]",$50-$54,-Vitamin C: Brightens the look of skin.-Poria Cocos Extract: Provides antioxidant benefits and skin-soothing properties.-Cucumber Extract: Provides antioxidant benefits and skin-soothing properties. Water- Methyl Methacrylate Crosspolymer- Dimethicone- Propanediol- Glycerin- Dimethicone/Vinyl Dimethicone Crosspolymer- Coco-Caprylate / Caprate- Squalane- Ethyl Macadamiate- Cetearyl Isononanoate- Phenoxyethanol- Ceteareth-20- Cetearyl Alcohol- Hydroxyethyl Acrylate/Sodium- Acryloyldimethyl Taurate Copolymer- Glyceryl Stearate- Ascorbic Acid- Ethylhexylglycerin- Tocopherol- Polysorbate 60- Sorbitan Isostearate- Sodium PCA- Chamomilla Recutita Flower Extract- Terminalia Ferdinandiana Fruit Extract- Caprylic/Capric Triglyceride- Sodium Citrate- Phragmites Kharka Extract- Poria Cocos Extract- Citric Acid- Benzoic Acid- Ceteareth-12- Cetyl Palmitate- Sodium Benzoate- Malic Acid- Cucumis Sativus Fruit Extract. Clean at Sephora products are formulated without: Sulfates—SLS + SLES- Parabens- Formaldehydes- Formaldehyde-releasing agents- Phthalates- Mineral Oil- Retinyl Palmitate- Oxybenzone- Coal Tar- Hydroquinone- Triclosan- Triclocarban- Undisclosed synthetic fragrances (Products can be formulated with disclosed synthetic fragrances that meet the following two criteria: (1) the synthetic fragrances do not include any of the ingredients listed in numbers 1 through 12 above and (2) the synthetic fragrances are at a concentration below 1% of the total formula) The following type of acrylates: (ethyl acrylate- ethyl methacrylate- methyl methacrylate- butyl methacrylate- hydroxypropyl methacrylate- tetrahydrofurfuryl methacrylate- trimethylolpropane trimethacrylate - aluminum salts)- Animal Oils/Musks/Fats- Benzophenone + Related Compounds- Butoxyethanol- Carbon Black- Lead/Lead Acetate- Methyl Cellosolve + Methoxyethanol- Methylchloroisothiazolinone & Methylisothiazolinone- Mercury + Mercury Compounds (Thimerisol)- Insoluble Plastic Microbeads (This prohibited ingredient applies to products that are meant to be rinsed off )- Resorcinol- Talc (Talc that is free of any asbestos can be used in the formulation provided that Brand conducts testing to ensure that talc is free of any asbestos.)- Toluene- Butylated hydroxyanisole (BHA)- Butylated hydroxytoluene (BHT) that is 0.1% or more of total formula- Ethanolamines DEA/TEA/MEA/ETA- Nanoparticles as defined by the European Commission- Petrolatum and Parrafin that is not USP grade- Phenoxyethanol that is 1% or more of total formulation- Polyacrylamide & Acrylamide- The following types of Styrene (Bromostyrene- Deastyrene/acrylates/dvbcopolymer- sodium styrene/divinylbenzene copolymer - styrene oxide- styrene)- 1-4 Dioxane in final formulas must comply with the thresholds as follows: (10 or < ppm for products that are meant to be rinsed off- wiped off or removed- 3ppm or < for products that are meant to remain on the skin).,sephora,False,,,https://www.sephora.com/product/skintune-blur-perfecting-primer-serum-P436269?icid2=products grid:p436269,,sephora/open-dataset
FARSÁLI,Skintune Blur Perfecting Primer Serum Mini,hydrating,"[""seco""]",$20-$24,-Vitamin C: Helps brighten skin.-Poria Cocos Extract: Provides antioxidant and skin-soothing properties.-Cucumber Extract: Provides antioxidant and skin-conditioning properties. Water- Methyl Methacrylate Crosspolymer- Dimethicone- Propanediol- Glycerin- Dimethicone/Vinyl Dimethicone Crosspolymer- Coco-Caprylate/Caprate- Squalane- Ethyl Macadamiate- Cetearyl Isononanoate- Phenoxyethanol- Ceteareth-20- Cetearyl Alcohol- Hydroxyethyl Acrylate/Sodium- Acryloyldimethyl Taurate Copolymer- Glyceryl Stearate- Ascorbic Acid- Ethylhexylglycerin- Tocopherol- Polysorbate 60- Sorbitan Isostearate- Sodium PCA- Chamomilla Recutita Flower Extract- Terminalia Ferdinandiana Fruit Extract- Caprylic/Capric Triglyceride- Sodium Citrate- Phragmites Kharka Extract- Poria Cocos Extract- Citric Acid- Benzoic Acid- Ceteareth-12- Cetyl Palmitate- Sodium Benzoate- Malic Acid- Cucumis Sativus Fruit Extract. Clean at Sephora products are formulated without: Sulfates—SLS + SLES- Parabens- Formaldehydes- Formaldehyde-releasing agents- Phthalates- Mineral Oil- Retinyl Palmitate- Oxybenzone- Coal Tar- Hydroquinone- Triclosan- Triclocarban- Undisclosed synthetic fragrances (Products can be formulated with disclosed synthetic fragrances that meet the following two criteria: (1) the synthetic fragrances do not include any of the ingredients listed in numbers 1 through 12 above and (2) the synthetic fragrances are at a concentration below 1% of the total formula) The following type of acrylates: (ethyl acrylate- ethyl methacrylate- methyl methacrylate- butyl methacrylate- hydroxypropyl methacrylate- tetrahydrofurfuryl methacrylate- trimethylolpropane trimethacrylate - aluminum salts)- Animal Oils/Musks/Fats- Benzophenone + Related Compounds- Butoxyethanol- Carbon Black- Lead/Lead Acetate- Methyl Cellosolve + Methoxyethanol- Methylchloroisothiazolinone & Methylisothiazolinone- Mercury + Mercury Compounds (Thimerisol)- Insoluble Plastic Microbeads (This prohibited ingredient applies to products that are meant to be rinsed off )- Resorcinol- Talc (Talc that is free of any asbestos can be used in the formulation provided that Brand conducts testing to ensure that talc is free of any asbestos.)- Toluene- Butylated hydroxyanisole (BHA)- Butylated hydroxytoluene (BHT) that is 0.1% or more of total formula- Ethanolamines DEA/TEA/MEA/ETA- Nanoparticles as defined by the European Commission- Petrolatum and Parrafin that is not USP grade- Phenoxyethanol that is 1% or more of total formulation- Polyacrylamide & Acrylamide- The following types of Styrene (Bromostyrene- Deastyrene/acrylates/dvbcopolymer- sodium styrene/divinylbenzene copolymer - styrene oxide- styrene)- 1-4 Dioxane in final formulas must comply with the thresholds as follows: (10 or < ppm for products that are meant to be rinsed off- wiped off or removed- 3ppm or < for products that are meant to remain on the skin).,sephora,False,,,https://www.sephora.com/product/skintune-blur-perfecting-primer-serum-mini-P443767?icid2=products grid:p443767,,sephora/open-dataset
FARSÁLI,Unicorn Essence Antioxidant Primer Serum,dewy,"[""seco""]",$50-$54,-Açaí Berry: Helps protect the skin from environmental stressors. -Blueberry: Rich in vitamins A- B- C- and E to maintain radiant and youthful-looking skin. -Goji Berry: Loaded with vitamins and minerals to improve and firm the look of skin tone. -Elderberry: Provides daily protection and nourishment for softer- smoother skin. Water- Propanediol- Glycerin- Polysorbate 20- Glyceryl Polyacrylate- Euterpe Oleracea (Açaí) Fruit Extract- Vaccinium Angustifolium (Blueberry) Fruit Extract- Lycium Barbarum (Goji) Fruit Extract- Sambucus Nigra (Elder Berry) Fruit Extract- Tamarindus Indica Seed Polysaccharide- Phenoxyethanol- Ethylhexylglycerin- Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer- Vanilla Planifolia Fruit Extract- Citrus Aurantium Bergamia (Bergamot) Fruit Oil- Citrus Paradisi (Grapefruit) Peel Oil- Red 33- Red 4- Blue 1- Mica- Titanium Dioxide. Clean at Sephora products are formulated without: Sulfates—SLS + SLES- Parabens- Formaldehydes- Formaldehyde-releasing agents- Phthalates- Mineral Oil- Retinyl Palmitate- Oxybenzone- Coal Tar- Hydroquinone- Triclosan- Triclocarban- Undisclosed synthetic fragrances (Products can be formulated with disclosed synthetic fragrances that meet the following two criteria: (1) the synthetic fragrances do not include any of the ingredients listed in numbers 1 through 12 above and (2) the synthetic fragrances are at a concentration below 1% of the total formula) The following type of acrylates: (ethyl acrylate- ethyl methacrylate- methyl methacrylate- butyl methacrylate- hydroxypropyl methacrylate- tetrahydrofurfuryl methacrylate- trimethylolpropane trimethacrylate - aluminum salts)- Animal Oils/Musks/Fats- Benzophenone + Related Compounds- Butoxyethanol- Carbon Black- Lead/Lead Acetate- Methyl Cellosolve + Methoxyethanol- Methylchloroisothiazolinone & Methylisothiazolinone- Mercury + Mercury Compounds (Thimerisol)- Insoluble Plastic Microbeads (This prohibited ingredient applies to products that are meant to be rinsed off )- Resorcinol- Talc (Talc that is free of any asbestos can be used in the formulation provided that Brand conducts testing to ensure that talc is free of any asbestos.)- Toluene- Butylated hydroxyanisole (BHA)- Butylated hydroxytoluene (BHT) that is 0.1% or more of total formula- Ethanolamines DEA/TEA/MEA/ETA- Nanoparticles as defined by the European Commission- Petrolatum and Parrafin that is not USP grade- Phenoxyethanol that is 1% or more of total formulation- Polyacrylamide & Acrylamide- The following types of Styrene (Bromostyrene- Deastyrene/acrylates/dvbcopolymer- sodium styrene/divinylbenzene copolymer - styrene oxide- styrene)- 1-4 Dioxane in final formulas must comply with the thresholds as follows: (10 or < ppm for products that are meant to be rinsed off- wiped off or removed- 3ppm or < for products that are meant to remain on the skin).,sephora,False,,,https://www.sephora.com/product/unicorn-essence-P417141?icid2=products grid:p417141,,sephora/open-dataset
FENTY BEAUTY by Rihanna,Pro Filt'r Hydrating Primer,hydrating,"[""misto"", ""seco"", ""normal""]",$30-$34,-Grape Seed Oil and Sodium Hyaluronate: Hydrate skin. Water (Aqua)- Dimethicone- Erythritol- Pentylene Glycol- Glycerin- Cetyl Peg/Ppg-10/1 Dimethicone- Polymethylsilsesquioxane- Pentaerythrityl Tetraisostearate- Isododecane- Trimethylsiloxysilicate- Nylon-12- Polymethyl Methacrylate- Sodium Chloride- Phenoxyethanol- Ethylhexyl Methoxycinnamate- Hydroxyacetophenone- Magnesium Sulfate- Polysilicone-11- Disteardimonium Hectorite- Sodium Hyaluronate- Tocopheryl Acetate- Propylene Carbonate- Parfum/Fragrance- Biosaccharide Gum-4- Laureth-12- Vitis Vinifera (Grape) Seed Oil- Talc- Hydrogen Dimethicone- Triethoxycaprylylsilane- Methicone- Iron Oxides (CI 77491- CI 77499).,sephora,False,,,https://www.sephora.com/product/pro-filt-r-hydrating-primer-P448703?icid2=products grid:p448703,,sephora/open-dataset
FENTY BEAUTY by Rihanna,Pro Filt'r Instant Retouch Primer,hydrating,"[""oleoso"", ""misto"", ""seco"", ""normal""]",$30-$34,Water- Dimethicone- Isododecane- Glycerin- Cetyl Peg/Ppg-10/1 Dimethicone- Pentaerythrityl Tetraisostearate- Polymethylsilsesquioxane- Nylon-12- Phenoxyethanol- Dimethicone/Vinyl Dimethicone Crosspolymer- Sodium Chloride- Talc- Magnesium Sulfate- Sodium Dehydroacetate- Disteardimonium Hectorite- Benzoic Acid- Tocopheryl Acetate- Dehydroacetic Acid- Propylene Carbonate- Hydrogen Dimethicone- Ethylhexylglycerin- Parfum/Fragrance- Aluminum Hydroxide- Coral Powder- Sodium Hyaluronate- Xanthan Gum- Titanium Dioxide (CI 77891)- Iron Oxides (CI 77491- CI 77492).,sephora,False,,,https://www.sephora.com/product/pro-filtr-instant-retouch-primer-P04897543?icid2=products grid:p04897543,,sephora/open-dataset
FENTY BEAUTY by Rihanna,Pro Filt'r Mattifying Primer,matte,"[""oleoso"", ""misto"", ""seco"", ""normal""]",$30-$34,-Blue Agave Extract: Helps to mattify the skin. Water- Dimethicone- Isononyl Isononanoate- Polypropylene- Cetyl Peg/Ppg-10/1 Dimethicone- Pentylene Glycol- Isododecane- Nylon-12- Polymethyl Methacrylate- Hdi/Trimethylol Hexyllactone Crosspolymer- Maltose- Phenoxyethanol- Sodium Chloride- Dimethicone/Vinyl Dimethicone Crosspolymer- Magnesium Sulfate- Ethylhexylglycerin- Disteardimonium Hectorite- Agave Tequilana Leaf Extract- Dimethiconol- Silica- Propylene Carbonate- Fragrance- Biosaccharide Gum-4- Tocopherol.,sephora,False,,,https://www.sephora.com/product/pro-filt-r-mattifying-primer-P447551?icid2=products grid:p447551,,sephora/open-dataset
First Aid Beauty,Hello FAB Pores Be Gone Matte Primer,matte,"[""oleoso"", ""misto"", ""normal""]",$25-$29,Water (Aqua- Eau)- Dimethicone- Trisiloxane- Dimethicone Crosspolymer- Glycerin- Butylene Glycol- Polyglyceryl-4 Isostearate- Dimethicone/Vinyl Dimethicone Crosspolymer- Cetyl Dimethicone- Bis-(Glyceryl/Lauryl) Glyceryl Lauryl Dimethicone- Caprylic/Capric Triglyceride- Silica- Hexyl Laurate- Phenoxyethanol- Santalum Album (Sandalwood) Wood Extract- Citrus Limon (Lemon) Peel Extract- Prunus Armeniaca (Apricot) Fruit Extract- Pyrus Malus (Apple) Fruit Extract- Elettaria Cardamomum (Cardamom) Seed Extract- Rubus Idaeus (Raspberry) Leaf Extract- Cucumis Melo (Melon) Fruit Extract- Citrus Aurantium Dulcis (Orange) Peel Extract- Rose Extract- Ananas Sativus (Pineapple) Fruit Extract- Vanilla Planifolia Fruit Extract- Citrus Grandis (Grapefruit) Peel Extract- Cucumis Sativus (Cucumber) Fruit Extract- Cananga Odorata (Ylang Ylang) Flower Extract- Colloidal Oatmeal- Carbomer- PEG-60 Almond Glycerides- Caprylyl Glycol- Tocopheryl Acetate- Panthenol- Serenoa Serrulata Fruit Extract- Sodium Hyaluronate- Sodium Dehydroacetate- Linoleic Acid- Salicylic Acid- Chrysanthemum Parthenium (Feverfew) Extract- Glycyrrhiza Glabra (Licorice) Root Extract- Camellia Sinensis (Green Tea) Leaf Extract- Ficus Carica (Fig) Fruit Extract- Magnesium Ascorbyl Phosphate- Nordihydroguaiaretic Acid- Oleanolic Acid- Hydroxycitronellal- Limonene- Titanium Di-oxide (CI 77891)- Iron Oxides (CI 77491- CI 77492- CI 77499).,sephora,False,,,https://www.sephora.com/product/hello-fab-pores-be-gone-matte-primer-P442712?icid2=products grid:p442712,,sephora/open-dataset
GLAMGLOW,SUPERMATTIFY™ Clarifying Oil-Control Face Primer,hydrating,"[""oleoso"", ""misto"", ""seco"", ""normal""]",$40-$44,-Super 6 Acid Blend (Lactic Acid- Salicylic Acid- Glycolic Acid- Mandelic Acid- Tartaric Acid- and Pyruvic Acid): Helps keep the complexion clear. -Charcoal and Oil-balancing Clay: Provide all-day shine control- absorb excess oils- and blur skin imperfections. -Hyaluronic Acid: Delivers instant and all-day hydration. Water\Aqua\Eau- Coco-Caprylate/Caprate- Dimethicone- Ceresin- Methyl Methacrylate Crosspolymer- Glycerin- Propanediol- Lauryl Peg-10 Tris(Trimethylsiloxy)Silylethyl Dimethicone- Lactic Acid- Salicylic Acid- Glycolic Acid- Mandelic Acid- Tartaric Acid- Pyruvic Acid- Hyaluronic Acid- Eucalyptus Globulus Leaf- Eucalyptus Globulus Leaf Powder- Panthenol- Tocopherol- Charcoal Powder- Ethylhexylglycerin- Cetyl Alcohol- Peg\-10 Dimethicone- Sorbitan Olivate- C12-15 Alkyl Benzoate- Sodium Chloride- Silica- Distearyldimonium Chloride- Disteardimonium Hectorite- Caprylyl Glycol- Isopropyl Alcohol- Sodium Hydroxide- Fragrance (Parfum)- Linalool- Bht- Disodium Edta- Phenoxyethanol- Red 33 (Ci 17200)- Blue 1 (Ci 42090).,sephora,False,,,https://www.sephora.com/product/glamglow-supermattify-clarifying-oil-control-face-primer-P453228?icid2=products grid:p453228,,sephora/open-dataset
Givenchy,Prisme Primer,hydrating,"[""oleoso"", ""seco""]",$40-$44,Aqua (Water)- Cyclopentasiloxane- Butylene Glycol- Ethylhexyl Methoxycinnamate- Alcohol- Cetyl Peg/Ppg-10/1 Dimethicone- Titanium Dioxide [Nano]- Phenyl Trimethicone- Phenoxyethanol- Sorbitan Sesquioleate- Aluminum Hydroxide - Dimethicone- Stearic Acid- Disteardimonium Hectorite- Sodium Myristoyl Glutamate- Calcium Gluconate- Tetrasodium Edta- Parfum (Fragrance)- Propylene Carbonate- Viola Tricolor Extract- Pentylene Glycol- Hydrolyzed Rice Protein- Magnesium Aspartate- Zinc Gluconate- Bht- Ethylhexylglycerin- Geraniol- Rosa Multiflora Fruit Extract- Magnolia Obovata Bark Extract- Copper Gluconate- Pentaerythrityl Tetra-Di-T-Butyl Hydroxyhydrocinnamate- Tocopherol- [+/- Mica-Ci 77891 (Titanium Dioxide)-Ci 77492 - Ci 77491 (Iron Oxides)].,sephora,False,,,https://www.sephora.com/product/prisme-primer-P433574?icid2=products grid:p433574,,sephora/open-dataset
Guerlain,L'Essentiel Pore Minimizer & Shine-Control Primer,matte,"[""oleoso""]",$50-$54,-Avocado Extract: Helps to control excess sebum to keep skin appearing matte all day long and promote shine-free skin day after day.-White Cocoa Bean Extract: Helps to refine the look of pores and supports skin's natural balance and barrier. Aqua (Water)- Alcohol- Glycerin- Propanediol- Butylene Glycol- C9-12 Alkane- Cellulose- Dipropylene Glycol- Butyl Avocadate- Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer- Alpha-Glucan Oligosaccharide- Coco-Caprylate/Caprate- Sodium Polyacrylate- Sodium Benzoate- Parfum (Fragrance)- Polymnia Sonchifolia Root Juice- Polysorbate 60- Sorbitan Isostearate- Maltodextrin- Citric Acid- Ci 77288 (Chromium Oxide Greens)- Tocopherol- Lactobacillus- Theobroma Cacao (Cocoa) Seed Extract.,sephora,False,,,https://www.sephora.com/product/guerlain-l-essentiel-primer-P455186?icid2=products grid:p455186,,sephora/open-dataset
Guerlain,L'Or 24K Gold Radiance Primer,dewy,"[""normal"", ""misto""]",$70-$74,-24-Karat Gold Flakes. Water- Glycerin- Alcohol- Butylene Glycol- Polysorbate 20- Phenoxyethanol- Peg-8- Glyceryl Polymethacrylate- Sorbitol- Ammonium Acryloyldimethyltaurate/Vp Copolymer- Fragrance- Polyvinyl Alcohol- Cellulose Gum- Gold- Butylphenyl Methylpropional- Linalool- Citronellol- Alpha-Isomethyl Ionone- Benzyl Benzoate- Geraniol- Pentylene Glycol- Rosa Centifolia Flower Extract- Hydrolyzed Rice Protein- Ascorbic Acid- Sodium Benzoate- Potassium Sorbate- BHT.,sephora,False,,,https://www.sephora.com/product/l-or-pure-radiance-face-primer-P197413?icid2=products grid:p197413,,sephora/open-dataset
Guerlain,Météorites Primer Perfecting Pearls,dewy,"[""normal"", ""misto""]",$70-$74,Water- Glycerin- Cyclopentasiloxane- Propanediol- Phenoxyethanol- Pentylene Glycol- Silica- Alcohol- Synthetic Fluorphlogopite- Butylene Glycol- Hydroxyethylcellulose- Ci 77891 (Titanium Dioxide)- Cetearyl Isononanoate- Gellan Gum- Dimethicone/Vinyl Dimethicone Crosspolymer- Calcium Alginate- Acrylates/C10-30 Alkyl Acrylate Crosspolymer- Fragrance- Disodium Edta- Tromethamine- Sodium Hydroxide- Polymethylsilsesquioxane- Ci 77491 (Iron Oxides)- Tin Oxide- Alpha-Isomethyl Ionone- Benzyl Benzoate- Bht- Diamond Powder- Tocopherol.,sephora,False,,,https://www.sephora.com/product/meteorites-base-perfecting-pearls-P405071?icid2=products grid:p405071,,sephora/open-dataset
HUDA BEAUTY,Matte Perfection Pre-Makeup Base Primer,matte,"[""oleoso"", ""misto""]",$30-$34,Water / Aqua /Eau- Adipic Acid/Neopentyl Glycol Crosspolymer- Butylene Glycol- Fructooligosaccharides- Pentylene Glycol- Talc- Sorbitol- Propanediol- Sodium Gluconate- Ethylhexylglycerin- Fragrance / Parfum- Glycerin- Sodium Polyacrylate- Hydrolyzed Manihot Esculenta Tuber Extract- Dimethicone- Vp/Va Copolymer- Alcohol- Enantia Chlorantha Bark Extract- Silica- Hydroxypropyl Methylcellulose- Amodimethicone- Potassium Magnesium- Aspartate- Caprylyl Glycol- Cimicifuga Racemosa Root Extract- Sodium Glycerophosphate- Calcium Glucoheptonate- Magnesium Gluconate- Chlorphenesin- Oleanolic Acid- Propylene Glycol- Phenoxyethanol- Red 40 / Ci 16035.,sephora,False,,,https://www.sephora.com/product/matte-perfection-pre-makeup-base-P433470?icid2=products grid:p433470,,sephora/open-dataset
HUDA BEAUTY,The Complexion Perfection - Pre-makeup Base Primer,hydrating,"[""oleoso"", ""seco""]",$35-$39,Water- Cyclopentasiloxane- Isododecane- Cera Alba (Beeswax)- Butyrospermum Parkii (Shea) Butter- Myrica Cerifera (Bayberry) Fruit Wax- Propylene Glycol- Cetyl PEG/PPG-10/1 Dimethicone- Caprylic/Capric Triglyceride- PEG-30 Dipolyhydroxystearate-Disteardimonium Hectorite- Phenyl Trimethicone- Vinyl Dimethicone/MethiconeSilsesquioxane Crosspolymer- Trimethylsiloxysilicate- Sodium Chloride- Dimethicone- Phenoxyethanol- Rosa Moschata Seed Oil- Sodium Dehydroacetate- Sodium Gluconate- Tocopheryl Acetate- Ethylhexylglycerin- Parfum (Fragrance)- Benzyl Salicylate- Linalool- Coumarin- Hydroxycitronellal.,sephora,False,,,https://www.sephora.com/product/complexion-perfection-primer-P424303?icid2=products grid:p424303,,sephora/open-dataset
Hourglass,Ambient Light Correcting Primer,dewy,"[""normal"", ""misto""]",$40-$44,Water/Aqua- Isododecane- Methyl Perfluorobutyl Ether- Propanediol- Dimethicone- Polysilicone-11- Silica- Butylene Glycol- Coco-Caprylate/Caprate- Mica- Ammonium Acryloyldimethyltaurate/Vp Copolymer- Caprylyl Glycol- Carbomer- Cellulose Gum- Decyl Glucoside- Hexylene Glycol- Hydroxyethylcellulose- Lecithin- Phenoxyethanol- Polyester-5- Polysorbate 20- Potassium Sorbate- Pvp- Tocopherol- Triethanolamine. May Contain (+/-): Iron Oxides (Ci 77491- Ci 77492- Ci 77499)- Titanium Dioxide (Ci 77891).,sephora,,,,https://www.sephora.com/product/ambient-light-correcting-primer-P407705?icid2=products grid:p407705,,sephora/open-dataset
Hourglass,N° 28 Primer Serum,hydrating,"[""seco""]",$65-$69,Cyclopentasiloxane- Dimethicone- Dimethiconol- Ethylhexyl Cocoate- Phenyl Trimethicone- Lavender (Lavandula Angustifolia) Oil- Geranium (Geranium Maculatum) Oil- Dioctyl Succinate- Octyldodecanol- Panthenyl Triacetate- Octyldodecyl Myristate- Vanilla (Vanilla Planifolia) Oil- Clove (Eugenia Caryophyllus) Oil- Orange (Citrus Aurantium Dulcis) Peel Oil- Petitgrain (Citrus Reticulata) Oil- Amyris (Amyris Balsamifera) Oil- Benzoin Siam Absolute- Tocopherol- Retinyl Palmitate- Neopentyl Glycol Dicaprylate/Dicaprate- Tridecyl Stearate- Aniba Rosaeodora Wood Oil- Orange (Citrus Aurantium Dulcis) Peel Oil- Orange (Citrus Aurantium Dulcis) Peel Oil- Lemon (Citrus Medica Limonum) Peel Oil- Eucalyptus Globulus Oil- Rosemary (Rosmarinus Officinalis ) Leaf Oil- Petitgrain (Citrus Reticulata) Oil- Bois De Rose (Aniba Rosaeodora) Oil- Cedar (Thuja Occidentalis) Leaf Oil- Tridecyl Trimellitate- Ceramide-3- Sphingolipids- Tocopheryl Linoleate- Ylang Ylang (Cananga Odorata) Oil- Lithospermum Officinale Root Extract- Borage (Borago Officinalis) Seed Oil- Cherry (Prunus Avium) Pit Oil- Evening Primrose Oil- Green Tea (Camellia Sinensis) Oil- Hazelnut (Corylus Americana) Oil- Jojoba (Simmondsia Chinensis) Oil- Kukui (Aleurites Moluccana) Nut Oil- Olive (Olea Europaea) Oil- Rose Hips Seed Oil- Sweet Almond (Prunus Amygdalus Dulcis) Oil- Peg-8- Rose Geranium (Pelargonium Roseum) Oil- Ascorbyl Palmitate- Ascorbic Acid- Citric Acid.,sephora,,,,https://www.sephora.com/product/n-28-primer-serum-P309504?icid2=products grid:p309504,,sephora/open-dataset
Hourglass,Veil Mineral Primer,matte,"[""normal"", ""misto""]",$50-$54,Cyclopentasiloxane- Isododecane- Polysilicone-11- Zinc Oxide- Polymethylsilsesquioxane- Titanium Dioxide- Peg-10 Dimethicone- Hexyl Laurate- Polyglyceryl-4 Isostearate- Stearic Acid- Alumina.,sephora,,,,https://www.sephora.com/product/veil-mineral-primer-P210575?icid2=products grid:p210575,,sephora/open-dataset
ILIA,Cucumber Water Stick,natural,"[""normal"", ""misto""]",$40-$44,,,True,,,https://www.sephora.com/product/cucumber-water-stick-P418376?icid2=products grid:p418376,,sephora/open-dataset
ILIA,True Skin Radiant Priming Serum,dewy,"[""seco""]",$50-$54,-Hibiscus Extract: Helps to protect against free radical damage.-Mastic: Helps to mattify the look of skin throughout the day.-Beta-Glucan: Helps to reduce the appearance of fine lines and wrinkles. Aloe Barbadensis Leaf Juice*- Maltose*- Gluconolactone- Glycerin- Caprylyl/Capryl Glucoside- Propanediol- Sodium Benzoate- Caprylic/Capric Triglyceride- Agave Tequilana Leaf Extract*- Xanthan Gum- Chondrus Crispus Extract*- Pistacia Lentiscus (Mastic) Gum*- Hydrogenated Lecithin- Mica*- Calcium Gluconate- Benzyl Alcohol- Ethylhexylglycerin- Lithothamnion Calcareum Extract*- Beta- Glucan*- Caprylyl Glycol- 1-2-Hexanediol- Citric Acid- Sodium Hydroxide- Benzoic Acid- Phenethyl Alcohol- Dehydroacetic Acid- Hibiscus Sabdariffa Flower Extract*- Potassium Sorbate- Titanium Dioxide (Ci 77891)*. Clean at Sephora products are formulated without: Sulfates—SLS + SLES- Parabens- Formaldehydes- Formaldehyde-releasing agents- Phthalates- Mineral Oil- Retinyl Palmitate- Oxybenzone- Coal Tar- Hydroquinone- Triclosan- Triclocarban- Undisclosed synthetic fragrances (Products can be formulated with disclosed synthetic fragrances that meet the following two criteria: (1) the synthetic fragrances do not include any of the ingredients listed in numbers 1 through 12 above and (2) the synthetic fragrances are at a concentration below 1% of the total formula) The following type of acrylates: (ethyl acrylate- ethyl methacrylate- methyl methacrylate- butyl methacrylate- hydroxypropyl methacrylate- tetrahydrofurfuryl methacrylate- trimethylolpropane trimethacrylate - aluminum salts)- Animal Oils/Musks/Fats- Benzophenone + Related Compounds- Butoxyethanol- Carbon Black- Lead/Lead Acetate- Methyl Cellosolve + Methoxyethanol- Methylchloroisothiazolinone & Methylisothiazolinone- Mercury + Mercury Compounds (Thimerisol)- Insoluble Plastic Microbeads (This prohibited ingredient applies to products that are meant to be rinsed off )- Resorcinol- Talc (Talc that is free of any asbestos can be used in the formulation provided that Brand conducts testing to ensure that talc is free of any asbestos.)- Toluene- Butylated hydroxyanisole (BHA)- Butylated hydroxytoluene (BHT) that is 0.1% or more of total formula- Ethanolamines DEA/TEA/MEA/ETA- Nanoparticles as defined by the European Commission- Petrolatum and Parrafin that is not USP grade- Phenoxyethanol that is 1% or more of total formulation- Polyacrylamide & Acrylamide- The following types of Styrene (Bromostyrene- Deastyrene/acrylates/dvbcopolymer- sodium styrene/divinylbenzene copolymer - styrene oxide- styrene)- 1-4 Dioxane in final formulas must comply with the thresholds as follows: (10 or < ppm for products that are meant to be rinsed off- wiped off or removed- 3ppm or < for products that are meant to remain on the skin).,sephora,True,,,https://www.sephora.com/product/true-skin-radiant-priming-serum-P441874?icid2=products grid:p441874,,sephora/open-dataset
IT Cosmetics,Your Skin But Better Makeup Primer+,matte,"[""oleoso"", ""misto"", ""seco"", ""sensivel"", ""normal""]",$35-$39,-Glycerin: Known to help skin retain moisture. -Bark Extract: Helps improve the overall look of skin quality and texture. -Ginger Root Extract: Known for its smoothing properties. Water- Glycerin- Dimethicone- Propanediol- Hydroxyethylpiperazine Ethane Sulfonic Acid- Dimethicone/Peg-10/15 Crosspolymer- Nylon-12- Pentylene Glycol- Polymethylsilsesquioxane- Phenoxyethanol- Sodium Chloride- Silica Silylate- Chlorphenesin- Butylene Glycol- Sodium Citrate- P-Anisic Acid- Biosaccharide Gum-1- Carrageenan- Disodium Edta- Peg-10 Dimethicone- Sodium Hydroxide- Adenosine- Dipropylene Glycol- Synthetic Fluorphlogopite- Ci 77891/Titanium Dioxide- Ginger Root Extract- Sanguisorba Officinalis Root Extract- Cinnamomum Cassia Bark Extract- Tocopherol- Ci 77491/Iron Oxides- Ci 14700/Red 4- Tin Oxide.,sephora,,,,https://www.sephora.com/product/it-cosmetics-your-skin-but-better-makeup-primer-P443586?icid2=products grid:p443586,,sephora/open-dataset
